movie_id,mean,count,movie_title
1025,3.6109215017064846,293,"Sword in the Stone, The (1963)"
1026,3.625,8,So Dear to My Heart (1949)
1027,3.1627906976744184,344,Robin Hood: Prince of Thieves (1991)
1028,3.894164193867458,1011,Mary Poppins (1964)
1029,3.688380281690141,568,Dumbo (1941)
1030,3.0773993808049536,323,Pete's Dragon (1977)
1031,3.479623824451411,319,Bedknobs and Broomsticks (1971)
1032,3.697142857142857,525,Alice in Wonderland (1951)
1033,3.4494773519163764,287,"Fox and the Hound, The (1981)"
1034,3.6449704142011834,169,Freeway (1996)
1035,3.931972789115646,882,"Sound of Music, The (1965)"
1036,4.121848739495798,1666,Die Hard (1988)
1037,2.6601626016260163,615,"Lawnmower Man, The (1992)"
1038,3.272727272727273,11,Unhook the Stars (1996)
1039,3.6666666666666665,3,Synthetic Pleasures (1995)
1040,3.0,5,"Secret Agent, The (1996)"
1041,4.037974683544304,474,Secrets & Lies (1996)
1042,3.481060606060606,528,That Thing You Do! (1996)
1043,2.8425925925925926,108,To Gillian on Her 37th Birthday (1996)
1044,3.2857142857142856,35,Surviving Picasso (1996)
1046,4.066666666666666,90,Beautiful Thing (1996)
1047,3.4838709677419355,434,"Long Kiss Goodnight, The (1996)"
1049,3.328159645232816,451,"Ghost and the Darkness, The (1996)"
1050,3.8219178082191783,146,Looking for Richard (1996)
1051,3.4183673469387754,98,Trees Lounge (1996)
1053,2.914285714285714,35,Normal Life (1996)
1054,3.308641975308642,81,Get on the Bus (1996)
1055,2.736842105263158,19,Shadow Conspiracy (1997)
1056,3.54,50,Jude (1996)
1057,3.5583941605839415,274,Everyone Says I Love You (1996)
1058,3.272727272727273,11,Bitter Sugar (Azucar Amargo) (1996)
1059,3.4008350730688934,479,William Shakespeare's Romeo and Juliet (1996)
1060,3.94147582697201,786,Swingers (1996)
1061,3.550802139037433,374,Sleepers (1996)
1062,2.5,2,"Sunchaser, The (1996)"
1063,3.1538461538461537,26,Johns (1996)
1064,2.8947368421052633,209,Aladdin and the King of Thieves (1996)
1066,4.1657142857142855,175,Shall We Dance? (1937)
1067,3.782608695652174,23,"Damsel in Distress, A (1937)"
1068,3.6857142857142855,35,Crossfire (1947)
1069,3.9272727272727272,110,"Murder, My Sweet (1944)"
1070,3.0,2,Macao (1952)
1071,3.4,5,For the Moment (1994)
1073,3.8613861386138613,1313,Willy Wonka and the Chocolate Factory (1971)
1076,4.0,23,"Innocents, The (1961)"
1077,3.9798387096774195,744,Sleeper (1973)
1078,3.836021505376344,372,Bananas (1971)
1079,3.971342383107089,1326,"Fish Called Wanda, A (1988)"
1080,4.018358531317495,926,Monty Python's Life of Brian (1979)
1081,3.6175115207373274,434,Victor/Victoria (1982)
1082,3.7012987012987013,154,"Candidate, The (1972)"
1083,3.5304878048780486,164,"Great Race, The (1965)"
1084,4.096209912536443,686,Bonnie and Clyde (1967)
1085,3.7786259541984735,131,"Old Man and the Sea, The (1958)"
1086,4.079155672823219,379,Dial M for Murder (1954)
1087,3.4444444444444446,18,Madame Butterfly (1995)
1088,3.3114992721979624,687,Dirty Dancing (1987)
1089,4.13582208101668,1259,Reservoir Dogs (1992)
1090,4.090113735783027,1143,Platoon (1986)
1091,2.7935656836461127,373,Weekend at Bernie's (1989)
1092,3.5419440745672435,751,Basic Instinct (1992)
1093,3.4073529411764705,680,"Doors, The (1991)"
1094,3.7314890154597236,1229,"Crying Game, The (1992)"
1095,3.8844133099824867,571,Glengarry Glen Ross (1992)
1096,3.9767441860465116,344,Sophie's Choice (1982)
1097,3.9651828999559275,2269,E.T. the Extra-Terrestrial (1982)
1098,2.4,5,"Search for One-eye Jimmy, The (1996)"
1099,3.9896907216494846,194,"Christmas Carol, A (1938)"
1100,2.807142857142857,420,Days of Thunder (1990)
1101,3.6861386138613863,1010,Top Gun (1986)
1102,2.0,4,American Strays (1996)
1103,3.9228855721393034,402,Rebel Without a Cause (1955)
1104,4.225672877846791,483,"Streetcar Named Desire, A (1951)"
1105,1.7857142857142858,42,Children of the Corn IV: The Gathering (1996)
1107,2.0,3,Loser (1991)
1111,4.095744680851064,94,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
1112,3.4285714285714284,35,Palookaville (1996)
1113,3.0,50,"Associate, The (1996)"
1114,2.870967741935484,31,"Funeral, The (1996)"
1115,1.0,1,Sleepover (1995)
1116,3.411764705882353,17,"Single Girl, A (La Fille Seule) (1995)"
1117,4.25,12,"Eighth Day, The (Le Huitième jour ) (1996)"
1118,2.0,1,Tashunga (1995)
1119,3.2058823529411766,34,Drunks (1997)
1120,3.5833333333333335,456,"People vs. Larry Flynt, The (1996)"
1121,3.076923076923077,13,Glory Daze (1996)
1123,3.727272727272727,33,"Perfect Candidate, A (1996)"
1124,3.740740740740741,405,On Golden Pond (1981)
1125,3.779220779220779,385,"Return of the Pink Panther, The (1974)"
1126,2.3722397476340693,317,Drop Dead Fred (1991)
1127,3.6839650145772596,1715,"Abyss, The (1989)"
1128,2.9235294117647057,170,"Fog, The (1980)"
1129,3.4649321266968327,884,Escape from New York (1981)
1130,3.25974025974026,231,"Howling, The (1980)"
1131,4.324074074074074,216,Jean de Florette (1986)
1132,4.259090909090909,220,Manon of the Spring (Manon des sources) (1986)
1133,2.0,2,Talking About Sex (1994)
1134,3.0,2,Johnny 100 Pesos (1993)
1135,3.189189189189189,407,Private Benjamin (1980)
1136,4.335209505941213,1599,Monty Python and the Holy Grail (1974)
1138,3.857142857142857,7,Dadetown (1995)
1139,4.0,2,Everything Relative (1996)
1142,1.0,2,Get Over It (1996)
1144,3.75,16,"Line King: Al Hirschfeld, The (1996)"
1145,2.5,2,Snowriders (1996)
1147,4.32129963898917,277,When We Were Kings (1996)
1148,4.507936507936508,882,"Wrong Trousers, The (1993)"
1149,3.5,4,JLG/JLG - autoportrait de décembre (1994)
1150,3.930379746835443,158,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
1151,3.4838709677419355,31,Faust (1994)
1152,3.4827586206896552,29,He Walked by Night (1948)
1153,3.4285714285714284,14,Raw Deal (1948)
1154,3.7333333333333334,15,T-Men (1947)
1160,2.1666666666666665,6,Six of a Kind (1934)
1161,3.9468085106382977,94,"Tin Drum, The (Blechtrommel, Die) (1979)"
1162,3.90625,96,"Ruling Class, The (1972)"
1163,2.9473684210526314,19,Mina Tannenbaum (1994)
1164,3.6,5,Two or Three Things I Know About Her (1966)
1165,1.0,1,"Bloody Child, The (1996)"
1167,2.893617021276596,94,Dear God (1996)
1168,2.0555555555555554,18,Bad Moon (1996)
1169,3.7222222222222223,36,American Dream (1990)
1170,1.6470588235294117,17,Best of the Best 3: No Turning Back (1995)
1171,3.7349397590361444,415,Bob Roberts (1992)
1172,4.287804878048781,615,Cinema Paradiso (1988)
1173,3.3484848484848486,198,"Cook the Thief His Wife & Her Lover, The (1989)"
1174,3.8,5,
1175,4.002717391304348,368,Delicatessen (1991)
1176,3.937984496124031,129,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)"
1177,3.993197278911565,147,Enchanted April (1991)
1178,4.473913043478261,230,Paths of Glory (1957)
1179,3.7887005649717516,885,"Grifters, The (1990)"
1180,3.84,50,Hear My Song (1991)
1181,2.9,10,"Shooter, The (1995)"
1183,3.609706774519717,989,"English Patient, The (1996)"
1184,3.802197802197802,91,Mediterraneo (1991)
1185,3.958057395143488,453,My Left Foot (1989)
1186,3.613879003558719,562,"Sex, Lies, and Videotape (1989)"
1187,3.6598639455782314,147,Passion Fish (1992)
1188,3.951183431952663,676,Strictly Ballroom (1992)
1189,4.25278810408922,269,"Thin Blue Line, The (1988)"
1190,3.507575757575758,132,Tie Me Up! Tie Me Down! (1990)
1191,3.062200956937799,209,Madonna: Truth or Dare (1991)
1192,4.0285714285714285,105,Paris Is Burning (1990)
1193,4.390724637681159,1725,One Flew Over the Cuckoo's Nest (1975)
1194,3.4764150943396226,212,Up in Smoke (1978)
1196,4.292976588628763,2990,Star Wars: Episode V - The Empire Strikes Back (1980)
1197,4.3037100949094045,2318,"Princess Bride, The (1987)"
1198,4.477724741447892,2514,Raiders of the Lost Ark (1981)
1199,4.097480832420591,913,Brazil (1985)
1200,4.125824175824176,1820,Aliens (1986)
1201,4.133819951338199,822,"Good, The Bad and The Ugly, The (1966)"
1202,3.611111111111111,72,Withnail and I (1987)
1203,4.295454545454546,616,12 Angry Men (1957)
1204,4.401925391095066,831,Lawrence of Arabia (1962)
1205,3.380952380952381,231,"Transformers: The Movie, The (1986)"
1206,4.0781122864117165,1229,"Clockwork Orange, A (1971)"
1207,4.425646551724138,928,To Kill a Mockingbird (1962)
1208,4.243197278911564,1176,Apocalypse Now (1979)
1209,4.023121387283237,173,Once Upon a Time in the West (1969)
1210,4.022892819979188,2883,Star Wars: Episode VI - Return of the Jedi (1983)
1211,4.1115702479338845,242,Wings of Desire (Der Himmel über Berlin) (1987)
1212,4.452083333333333,480,"Third Man, The (1949)"
1213,4.275196137598069,1657,GoodFellas (1990)
1214,4.159584980237154,2024,Alien (1979)
1215,3.804232804232804,945,Army of Darkness (1993)
1216,3.6551724137931036,87,"Big Blue, The (Le Grand Bleu) (1988)"
1217,4.26890756302521,357,Ran (1985)
1218,4.19672131147541,244,"Killer, The (Die xue shuang xiong) (1989)"
1219,4.218527315914489,1263,Psycho (1960)
1220,3.9395973154362416,1341,"Blues Brothers, The (1980)"
1221,4.357565011820331,1692,"Godfather: Part II, The (1974)"
1222,4.110845295055821,1254,Full Metal Jacket (1987)
1223,4.361522198731501,473,"Grand Day Out, A (1992)"
1224,4.286384976525822,426,Henry V (1989)
1225,4.251808972503618,1382,Amadeus (1984)
1226,4.053097345132743,226,"Quiet Man, The (1952)"
1227,3.863070539419087,241,Once Upon a Time in America (1984)
1228,4.1875923190546525,677,Raging Bull (1980)
1230,4.14167916041979,1334,Annie Hall (1977)
1231,4.08,750,"Right Stuff, The (1983)"
1232,3.6346153846153846,52,Stalker (1979)
1233,4.302697302697303,1001,"Boat, The (Das Boot) (1981)"
1234,4.320305052430887,1049,"Sting, The (1973)"
1235,4.164992826398852,697,Harold and Maude (1971)
1236,4.188888888888889,90,Trust (1990)
1237,4.230769230769231,299,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
1238,4.0,351,Local Hero (1983)
1240,4.152049571020019,2098,"Terminator, The (1984)"
1241,3.357142857142857,70,Braindead (1992)
1242,4.193345323741007,1112,Glory (1989)
1243,3.9846153846153847,325,Rosencrantz and Guildenstern Are Dead (1990)
1244,4.082172701949861,718,Manhattan (1979)
1245,4.005586592178771,358,Miller's Crossing (1990)
1246,4.005847953216374,855,Dead Poets Society (1989)
1247,4.245836637589215,1261,"Graduate, The (1967)"
1248,4.215953307392996,514,Touch of Evil (1958)
1249,4.005457025920873,733,Nikita (La Femme Nikita) (1990)
1250,4.386993603411514,938,"Bridge on the River Kwai, The (1957)"
1251,4.105263157894737,228,8 1/2 (1963)
1252,4.339240506329114,1185,Chinatown (1974)
1253,4.141323792486583,559,"Day the Earth Stood Still, The (1951)"
1254,4.289183222958058,453,"Treasure of the Sierra Madre, The (1948)"
1255,3.4074074074074074,54,Bad Taste (1987)
1256,4.21043771043771,594,Duck Soup (1933)
1257,3.9216101694915255,472,Better Off Dead... (1985)
1258,4.104875804967802,1087,"Shining, The (1980)"
1259,4.0969187675070025,1785,Stand by Me (1986)
1260,4.3019480519480515,308,M (1931)
1261,3.826642335766423,548,Evil Dead II (Dead By Dawn) (1987)
1262,4.376436781609195,696,"Great Escape, The (1963)"
1263,4.11,700,"Deer Hunter, The (1978)"
1264,4.054474708171206,257,Diva (1981)
1265,3.953028972783143,2278,Groundhog Day (1993)
1266,4.0902708124373115,997,Unforgiven (1992)
1267,4.333333333333333,765,"Manchurian Candidate, The (1962)"
1268,3.4858044164037856,317,Pump Up the Volume (1990)
1269,4.168154761904762,672,Arsenic and Old Lace (1944)
1270,3.9903213317847466,2583,Back to the Future (1985)
1271,3.806070826306914,593,Fried Green Tomatoes (1991)
1272,4.266666666666667,645,Patton (1970)
1273,3.9657534246575343,146,Down by Law (1986)
1274,3.933628318584071,452,Akira (1988)
1275,3.8461538461538463,741,Highlander (1986)
1276,4.253763440860215,930,Cool Hand Luke (1967)
1277,3.884297520661157,363,Cyrano de Bergerac (1990)
1278,4.250628667225482,1193,Young Frankenstein (1974)
1279,3.747422680412371,194,Night on Earth (1991)
1280,4.1732851985559565,277,Raise the Red Lantern (1991)
1281,4.032407407407407,216,"Great Dictator, The (1940)"
1282,3.904559915164369,943,Fantasia (1940)
1283,4.1786600496277915,403,High Noon (1952)
1284,4.312384473197782,541,"Big Sleep, The (1946)"
1285,3.8156911581569117,803,Heathers (1989)
1286,3.585964912280702,285,Somewhere in Time (1980)
1287,4.110795454545454,704,Ben-Hur (1959)
1288,4.179785330948121,1118,This Is Spinal Tap (1984)
1289,3.9725274725274726,182,Koyaanisqatsi (1983)
1290,3.591304347826087,230,Some Kind of Wonderful (1987)
1291,4.133292383292384,1628,Indiana Jones and the Last Crusade (1989)
1292,4.013536379018612,591,Being There (1979)
1293,4.141579731743666,671,Gandhi (1982)
1294,4.124658780709736,1099,M*A*S*H (1970)
1295,3.5676691729323307,266,"Unbearable Lightness of Being, The (1988)"
1296,3.9964285714285714,560,"Room with a View, A (1986)"
1297,3.7081447963800906,442,Real Genius (1985)
1298,3.640826873385013,387,Pink Floyd - The Wall (1982)
1299,4.248633879781421,732,"Killing Fields, The (1984)"
1300,4.1454545454545455,330,My Life as a Dog (Mitt liv som hund) (1985)
1301,3.9758713136729225,373,Forbidden Planet (1956)
1302,3.9114583333333335,768,Field of Dreams (1989)
1303,4.129032258064516,310,"Man Who Would Be King, The (1975)"
1304,4.215644820295983,1419,Butch Cassidy and the Sundance Kid (1969)
1305,3.793388429752066,121,"Paris, Texas (1984)"
1306,3.6029411764705883,136,Until the End of the World (Bis ans Ende der Welt) (1991)
1307,4.073341836734694,1568,When Harry Met Sally... (1989)
1310,3.558139534883721,43,Hype! (1996)
1311,1.0,7,Santa with Muscles (1996)
1312,3.2413793103448274,29,Female Perversions (1996)
1313,2.1538461538461537,13,Mad Dog Time (1996)
1315,2.3333333333333335,3,Paris Was a Woman (1995)
1316,4.0,1,Anna (1996)
1317,3.175,40,I'm Not Rappaport (1996)
1320,3.037837837837838,925,Alien³ (1992)
1321,3.7522768670309654,549,"American Werewolf in London, An (1981)"
1322,1.71875,32,Amityville 1992: It's About Time (1992)
1323,1.372093023255814,43,Amityville 3-D (1983)
1324,1.6818181818181819,22,Amityville: Dollhouse (1996)
1325,1.6521739130434783,23,Amityville: A New Generation (1993)
1326,2.107142857142857,56,Amityville II: The Possession (1982)
1327,2.9380281690140846,355,"Amityville Horror, The (1979)"
1328,1.84,25,"Amityville Curse, The (1990)"
1329,2.6666666666666665,36,Blood For Dracula (Andy Warhol's Dracula) (1974)
1330,3.0,116,April Fool's Day (1986)
1331,3.18,50,Audrey Rose (1977)
1332,2.911764705882353,102,"Believers, The (1987)"
1333,3.882673942701228,733,"Birds, The (1963)"
1334,3.136094674556213,338,"Blob, The (1958)"
1335,1.7142857142857142,21,Blood Beach (1981)
1336,2.2363636363636363,55,Body Parts (1991)
1337,3.5625,64,"Body Snatcher, The (1945)"
1339,3.34375,672,Bram Stoker's Dracula (1992)
1340,3.912037037037037,216,Bride of Frankenstein (1935)
1341,2.849056603773585,53,Burnt Offerings (1976)
1342,2.904580152671756,262,Candyman (1992)
1343,3.671033478893741,687,Cape Fear (1991)
1344,3.9224376731301938,361,Cape Fear (1962)
1345,3.6049382716049383,567,Carrie (1976)
1346,3.1839080459770117,174,Cat People (1982)
1347,3.4855875831485585,451,"Nightmare on Elm Street, A (1984)"
1348,3.991596638655462,238,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
1349,3.0714285714285716,14,Nosferatu a Venezia (1986)
1350,3.6234718826405867,409,"Omen, The (1976)"
1351,3.4,35,Blood & Wine (1997)
1352,2.851063829787234,94,Albino Alligator (1996)
1353,3.0851063829787235,188,"Mirror Has Two Faces, The (1996)"
1354,3.8239700374531833,267,Breaking the Waves (1996)
1355,2.961038961038961,77,Nightwatch (1997)
1356,3.7091603053435116,1310,Star Trek: First Contact (1996)
1357,3.8065693430656933,548,Shine (1996)
1358,4.208156329651657,1177,Sling Blade (1996)
1359,2.4774774774774775,222,Jingle All the Way (1996)
1360,3.5,2,Identification of a Woman (Identificazione di una donna) (1982)
1361,4.213836477987422,159,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
1362,4.03,100,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
1363,2.9732142857142856,112,"Preacher's Wife, The (1996)"
1364,3.5,2,Zero Kelvin (Kjærlighetens kjøtere) (1995)
1365,3.8448275862068964,58,Ridicule (1996)
1366,3.185185185185185,108,"Crucible, The (1996)"
1367,3.0467032967032965,364,101 Dalmatians (1996)
1369,3.8,5,
1370,3.541850220264317,1135,Die Hard 2 (1990)
1371,3.1363636363636362,792,Star Trek: The Motion Picture (1979)
1372,3.4095904095904097,1001,Star Trek VI: The Undiscovered Country (1991)
1373,2.7487765089722673,613,Star Trek V: The Final Frontier (1989)
1374,3.880524861878453,1448,Star Trek: The Wrath of Khan (1982)
1375,3.353829557713053,927,Star Trek III: The Search for Spock (1984)
1376,3.6563055062166963,1126,Star Trek IV: The Voyage Home (1986)
1377,2.9767216294859358,1031,Batman Returns (1992)
1378,3.4181494661921707,562,Young Guns (1988)
1379,2.907859078590786,369,Young Guns II (1990)
1380,3.5777233782129745,817,Grease (1978)
1381,1.9636963696369636,303,Grease 2 (1982)
1382,2.779527559055118,127,Marked for Death (1990)
1383,1.5454545454545454,11,Adrenalin: Fear the Rush (1996)
1384,3.8333333333333335,6,"Substance of Fire, The (1996)"
1385,3.2689804772234274,461,Under Siege (1992)
1386,1.0,1,Terror in a Texas Town (1958)
1387,4.089569829110195,1697,Jaws (1975)
1388,2.5891891891891894,370,Jaws 2 (1978)
1389,1.8523809523809525,210,Jaws 3-D (1983)
1390,3.1983471074380163,121,My Fellow Americans (1996)
1391,2.9003724394785846,1074,Mars Attacks! (1996)
1392,3.73972602739726,219,Citizen Ruth (1996)
1393,3.7590539541759056,1353,Jerry Maguire (1996)
1394,4.02092050209205,1434,Raising Arizona (1987)
1395,3.3254237288135595,295,Tin Men (1987)
1396,3.7277726856095326,1091,Sneakers (1992)
1397,3.6507936507936507,63,Bastard Out of Carolina (1996)
1398,3.1904761904761907,63,In Love and War (1996)
1399,3.201923076923077,104,Marvin's Room (1996)
1401,3.506172839506173,162,Ghosts of Mississippi (1996)
1404,3.1447368421052633,76,Night Falls on Manhattan (1997)
1405,3.04,475,Beavis and Butt-head Do America (1996)
1406,3.4583333333333335,24,"Cérémonie, La (1995)"
1407,3.5756207674943568,886,Scream (1996)
1408,3.8133333333333335,975,"Last of the Mohicans, The (1992)"
1409,3.0535714285714284,392,Michael (1996)
1410,2.8666666666666667,90,"Evening Star, The (1996)"
1411,3.9581151832460733,382,Hamlet (1996)
1412,3.9,20,Some Mother's Son (1996)
1413,3.38,50,"Whole Wide World, The (1996)"
1414,3.5952380952380953,168,Mother (1996)
1415,3.5555555555555554,36,"Thieves (Voleurs, Les) (1996)"
1416,3.25531914893617,282,Evita (1996)
1417,2.7674418604651163,43,"Portrait of a Lady, The (1996)"
1419,3.963235294117647,136,Walkabout (1971)
1420,4.0,7,Message to Love: The Isle of Wight Festival (1996)
1421,3.0454545454545454,22,
1422,3.0249110320284696,281,Murder at 1600 (1997)
1423,4.357142857142857,14,Hearts and Minds (1996)
1425,3.2916666666666665,168,Fierce Creatures (1997)
1426,2.5217391304347827,23,Zeus and Roxanne (1997)
1427,2.2941176470588234,51,Turbulence (1997)
1428,3.25,52,Angel Baby (1995)
1429,3.3063973063973062,297,Jackie Chan's First Strike (1996)
1430,1.0,1,Underworld (1997)
1431,2.5474137931034484,232,Beverly Hills Ninja (1997)
1432,2.77,100,Metro (1997)
1433,1.8,5,"Machine, The (1994)"
1434,4.0,2,"Stranger, The (1994)"
1436,2.888888888888889,9,Falling in Love Again (1980)
1437,3.0952380952380953,21,"Cement Garden, The (1993)"
1438,2.8161993769470404,321,Dante's Peak (1997)
1439,2.347826086956522,46,Meet Wally Sparks (1997)
1440,2.765432098765432,81,Amos & Andrew (1993)
1441,3.444906444906445,481,Benny & Joon (1993)
1442,3.0985915492957745,71,Prefontaine (1997)
1444,3.375,8,Guantanamera (1994)
1445,2.173076923076923,156,McHale's Navy (1997)
1446,4.052910052910053,189,Kolya (1996)
1447,3.36734693877551,49,Gridlock'd (1997)
1449,4.147186147186147,462,Waiting for Guffman (1996)
1450,3.7857142857142856,14,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
1453,2.4324324324324325,148,"Beautician and the Beast, The (1997)"
1454,3.158536585365854,82,SubUrbia (1997)
1455,2.772727272727273,22,Hotel de Love (1996)
1456,2.359375,64,"Pest, The (1997)"
1457,3.1090225563909772,266,Fools Rush In (1997)
1458,2.8333333333333335,24,Touch (1997)
1459,3.357894736842105,380,Absolute Power (1997)
1460,2.6808510638297873,94,That Darn Cat! (1997)
1461,2.574074074074074,216,Vegas Vacation (1997)
1463,3.0294117647058822,34,That Old Feeling (1997)
1464,3.3517241379310345,145,Lost Highway (1997)
1465,3.492063492063492,126,Rosewood (1997)
1466,3.7955493741307373,719,Donnie Brasco (1997)
1468,2.5625,144,Booty Call (1997)
1470,4.0,1,Rhyme & Reason (1997)
1471,3.4,5,Boys Life 2 (1997)
1472,3.25,48,City of Industry (1997)
1473,2.825,40,Best Men (1997)
1474,2.335616438356164,146,
1475,3.1481481481481484,81,Kama Sutra: A Tale of Love (1996)
1476,3.4869739478957915,499,Private Parts (1997)
1477,3.4444444444444446,27,Love Jones (1997)
1479,3.197158081705151,563,"Saint, The (1997)"
1480,3.279245283018868,265,Smilla's Sense of Snow (1997)
1482,3.3333333333333335,63,"Van, The (1996)"
1483,2.7588652482269502,141,Crash (1996)
1484,3.7016129032258065,124,"Daytrippers, The (1996)"
1485,3.5,666,Liar Liar (1997)
1486,3.142857142857143,7,"Quiet Room, The (1996)"
1487,3.067901234567901,162,Selena (1997)
1488,2.857638888888889,288,"Devil's Own, The (1997)"
1489,2.5675675675675675,37,Cats Don't Dance (1997)
1490,1.8076923076923077,26,B*A*P*S (1997)
1493,3.2941176470588234,17,Love and Other Catastrophes (1996)
1494,2.473684210526316,19,"Sixth Man, The (1997)"
1495,1.3181818181818181,44,Turbo: A Power Rangers Movie (1997)
1496,3.16,25,Anna Karenina (1997)
1497,2.0833333333333335,48,Double Team (1997)
1498,3.1374045801526718,131,Inventing the Abbotts (1997)
1499,2.200501253132832,399,Anaconda (1997)
1500,3.813380281690141,1136,Grosse Pointe Blank (1997)
1501,2.611111111111111,18,Keys to Tulsa (1997)
1502,3.076923076923077,13,Kissed (1996)
1503,2.317241379310345,145,8 Heads in a Duffel Bag (1997)
1504,3.5,16,Hollow Reed (1996)
1507,3.3333333333333335,42,Paradise Road (1997)
1508,3.3055555555555554,36,Traveller (1997)
1509,3.6666666666666665,21,All Over Me (1997)
1510,2.5,2,"Brother's Kiss, A (1997)"
1511,3.5833333333333335,24,A Chef in Love (1996)
1513,3.0463576158940397,755,Romy and Michele's High School Reunion (1997)
1514,2.7142857142857144,7,Temptress Moon (Feng Yue) (1996)
1515,2.5580110497237567,181,Volcano (1997)
1516,3.6538461538461537,52,Children of the Revolution (1996)
1517,3.7103734439834026,1205,Austin Powers: International Man of Mystery (1997)
1518,3.42090395480226,354,Breakdown (1997)
1519,3.3333333333333335,6,Broken English (1996)
1520,2.466666666666667,15,Commandments (1997)
1522,2.4285714285714284,7,Ripe (1996)
1523,2.6315789473684212,57,"Truth or Consequences, N.M. (1997)"
1525,2.090909090909091,44,Warriors of Virtue (1997)
1526,2.465909090909091,88,Fathers' Day (1997)
1527,3.6405228758169934,1377,"Fifth Element, The (1997)"
1528,2.0,2,Intimate Relations (1996)
1529,3.225806451612903,31,Nowhere (1997)
1531,3.6363636363636362,11,Losing Chase (1996)
1532,2.6666666666666665,6,Sprung (1997)
1533,3.875,24,"Promise, The (La Promesse) (1996)"
1534,3.6666666666666665,6,"Bonheur, Le (1965)"
1535,3.4854368932038833,103,Love! Valour! Compassion! (1997)
1537,4.137142857142857,350,Shall We Dance? (Shall We Dansu?) (1996)
1538,1.6666666666666667,6,"Second Jungle Book: Mowgli & Baloo, The (1997)"
1539,2.8181818181818183,11,Twin Town (1997)
1541,3.1,240,Addicted to Love (1997)
1542,3.542016806722689,238,Brassed Off (1996)
1543,3.2857142857142856,7,"Designated Mourner, The (1997)"
1544,3.036653386454183,1255,"Lost World: Jurassic Park, The (1997)"
1545,4.068493150684931,73,Ponette (1996)
1546,3.816326530612245,49,Schizopolis (1996)
1547,3.324324324324324,37,Shiloh (1997)
1548,2.5,2,"War at Home, The (1996)"
1549,2.6842105263157894,19,Rough Magic (1995)
1550,2.704225352112676,71,Trial and Error (1997)
1551,2.8333333333333335,36,Buddy (1997)
1552,3.2662473794549265,954,Con Air (1997)
1553,2.75,4,Late Bloomers (1996)
1554,3.4782608695652173,138,"Pillow Book, The (1995)"
1555,3.0,2,"To Have, or Not (1995)"
1556,1.8719346049046321,367,Speed 2: Cruise Control (1997)
1558,1.5,2,Sudden Manhattan (1996)
1561,3.25,4,Wedding Bell Blues (1996)
1562,2.257425742574257,606,Batman & Robin (1997)
1563,3.6,40,Dream With the Fishes (1997)
1564,3.8333333333333335,36,Roseanna's Grave (For Roseanna) (1997)
1565,3.0,17,Head Above Water (1996)
1566,3.279317697228145,469,Hercules (1997)
1567,3.4444444444444446,9,"Last Time I Committed Suicide, The (1997)"
1569,3.428048780487805,820,My Best Friend's Wedding (1997)
1570,3.3043478260869565,23,Tetsuo II: Body Hammer (1992)
1571,3.9555555555555557,45,When the Cats Away (Chacun cherche son chat) (1996)
1572,3.730769230769231,26,Contempt (Le Mépris) (1963)
1573,3.4011259676284307,1421,Face/Off (1997)
1574,2.8666666666666667,15,Fall (1997)
1575,3.142857142857143,14,Gabbeh (1996)
1579,3.0,1,For Ever Mozart (1996)
1580,3.739952718676123,2538,Men in Black (1997)
1581,2.847457627118644,59,Out to Sea (1997)
1582,3.1666666666666665,60,Wild America (1997)
1583,2.7777777777777777,27,"Simple Wish, A (1997)"
1584,3.768451519536903,1382,Contact (1997)
1585,3.2142857142857144,28,Love Serenade (1996)
1586,3.0520646319569122,557,G.I. Jane (1997)
1587,3.4213286713286712,572,Conan the Barbarian (1982)
1588,3.083044982698962,289,George of the Jungle (1997)
1589,3.3597560975609757,492,Cop Land (1997)
1590,2.5180722891566263,498,Event Horizon (1997)
1591,2.6210526315789475,475,Spawn (1997)
1592,2.4910714285714284,112,Air Bud (1997)
1593,2.8641975308641974,162,Picture Perfect (1997)
1594,3.778501628664495,307,In the Company of Men (1997)
1595,1.7384615384615385,65,Free Willy 3: The Rescue (1997)
1596,3.46875,32,Career Girls (1997)
1597,3.405672009864365,811,Conspiracy Theory (1997)
1598,2.7117117117117115,111,Desperate Measures (1998)
1599,1.6417910447761195,67,Steel (1997)
1600,2.869047619047619,84,She's So Lovely (1997)
1601,2.72,75,Hoodlum (1997)
1602,2.116279069767442,43,Leave It to Beaver (1997)
1603,2.925287356321839,348,Mimic (1997)
1604,2.753846153846154,65,Money Talks (1997)
1605,2.659090909090909,88,Excess Baggage (1997)
1606,2.3394495412844036,109,Kull the Conqueror (1997)
1608,3.5882899628252787,1076,Air Force One (1997)
1609,2.7454545454545456,55,187 (1997)
1610,4.052058111380146,1652,"Hunt for Red October, The (1990)"
1611,3.3516949152542375,236,My Own Private Idaho (1991)
1612,3.327272727272727,55,"Kiss Me, Guido (1997)"
